class_idx,class_name,cx,cy,w,h,x_min,y_min,x_max,y_max,image_file,image_id,source,label_confidence
1,abnormal_head,0.71796875,0.4203125,0.1265625,0.08125,419,243,500,295,syn_00125.jpg,syn_00125,synthetic,synthetic
2,abnormal_midpiece,0.95,0.278125,0.0875,0.090625,580,149,636,207,syn_00125.jpg,syn_00125,synthetic,synthetic
1,abnormal_head,0.34921875,0.24453125,0.0921875,0.0671875,194,135,253,178,syn_00125.jpg,syn_00125,synthetic,synthetic
0,normal,0.6234375,0.8984375,0.0375,0.084375,387,548,411,602,syn_00125.jpg,syn_00125,synthetic,synthetic
2,abnormal_midpiece,0.8765625,0.53828125,0.04375,0.0984375,547,313,575,376,syn_00125.jpg,syn_00125,synthetic,synthetic
0,normal,0.83125,0.9328125,0.10625,0.109375,498,562,566,632,syn_00125.jpg,syn_00125,synthetic,synthetic
4,cytoplasmic_droplet,0.215625,0.3140625,0.115625,0.103125,101,168,175,234,syn_00125.jpg,syn_00125,synthetic,synthetic
0,normal,0.62890625,0.0875,0.1046875,0.075,369,32,436,80,syn_00125.jpg,syn_00125,synthetic,synthetic
4,cytoplasmic_droplet,0.12890625,0.8796875,0.0953125,0.075,52,539,113,587,syn_00125.jpg,syn_00125,synthetic,synthetic
0,normal,0.4609375,0.4015625,0.034375,0.078125,284,232,306,282,syn_00126.jpg,syn_00126,synthetic,synthetic
1,abnormal_head,0.48203125,0.703125,0.1296875,0.059375,267,431,350,469,syn_00126.jpg,syn_00126,synthetic,synthetic
0,normal,0.32421875,0.77578125,0.0859375,0.1265625,180,456,235,537,syn_00126.jpg,syn_00126,synthetic,synthetic
4,cytoplasmic_droplet,0.56796875,0.7796875,0.1265625,0.10625,323,465,404,533,syn_00126.jpg,syn_00126,synthetic,synthetic
0,normal,0.5484375,0.2171875,0.10625,0.075,317,115,385,163,syn_00126.jpg,syn_00126,synthetic,synthetic
0,normal,0.62265625,0.6484375,0.0640625,0.140625,378,370,419,460,syn_00126.jpg,syn_00126,synthetic,synthetic
0,normal,0.6890625,0.346875,0.096875,0.090625,410,193,472,251,syn_00126.jpg,syn_00126,synthetic,synthetic
1,abnormal_head,0.88828125,0.61484375,0.0921875,0.0734375,539,370,598,417,syn_00126.jpg,syn_00126,synthetic,synthetic
1,abnormal_head,0.4625,0.36796875,0.03125,0.0828125,286,209,306,262,syn_00127.jpg,syn_00127,synthetic,synthetic
0,normal,0.40078125,0.43671875,0.0578125,0.1328125,238,237,275,322,syn_00127.jpg,syn_00127,synthetic,synthetic
3,abnormal_tail,0.32109375,0.06796875,0.0484375,0.0765625,190,19,221,68,syn_00127.jpg,syn_00127,synthetic,synthetic
4,cytoplasmic_droplet,0.9234375,0.8046875,0.025,0.190625,583,454,599,576,syn_00127.jpg,syn_00127,synthetic,synthetic
0,normal,0.1078125,0.90703125,0.08125,0.1140625,43,544,95,617,syn_00127.jpg,syn_00127,synthetic,synthetic
1,abnormal_head,0.05234375,0.82578125,0.1046875,0.0796875,0,503,67,554,syn_00127.jpg,syn_00127,synthetic,synthetic
4,cytoplasmic_droplet,0.25390625,0.196875,0.1046875,0.1125,129,90,196,162,syn_00127.jpg,syn_00127,synthetic,synthetic
0,normal,0.59375,0.75,0.0375,0.096875,368,449,392,511,syn_00127.jpg,syn_00127,synthetic,synthetic
3,abnormal_tail,0.665625,0.80703125,0.028125,0.0828125,417,490,435,543,syn_00127.jpg,syn_00127,synthetic,synthetic
2,abnormal_midpiece,0.47578125,0.61953125,0.0671875,0.1359375,283,353,326,440,syn_00128.jpg,syn_00128,synthetic,synthetic
2,abnormal_midpiece,0.71171875,0.3984375,0.0953125,0.071875,425,232,486,278,syn_00128.jpg,syn_00128,synthetic,synthetic
0,normal,0.75078125,0.1125,0.0984375,0.096875,449,41,512,103,syn_00128.jpg,syn_00128,synthetic,synthetic
5,other_abnormal,0.50703125,0.7171875,0.0859375,0.053125,297,442,352,476,syn_00128.jpg,syn_00128,synthetic,synthetic
3,abnormal_tail,0.8453125,0.86640625,0.05,0.0796875,525,529,557,580,syn_00128.jpg,syn_00128,synthetic,synthetic
0,normal,0.34609375,0.72265625,0.0734375,0.1078125,198,428,245,497,syn_00128.jpg,syn_00128,synthetic,synthetic
0,normal,0.4296875,0.10546875,0.084375,0.1078125,248,33,302,102,syn_00128.jpg,syn_00128,synthetic,synthetic
0,normal,0.35546875,0.7140625,0.0828125,0.128125,201,416,254,498,syn_00128.jpg,syn_00128,synthetic,synthetic
0,normal,0.6640625,0.128125,0.05,0.121875,409,43,441,121,syn_00128.jpg,syn_00128,synthetic,synthetic
3,abnormal_tail,0.0703125,0.28203125,0.06875,0.0671875,23,159,67,202,syn_00128.jpg,syn_00128,synthetic,synthetic
0,normal,0.26328125,0.66796875,0.1234375,0.0796875,129,402,208,453,syn_00128.jpg,syn_00128,synthetic,synthetic
0,normal,0.2421875,0.0796875,0.128125,0.05,114,35,196,67,syn_00128.jpg,syn_00128,synthetic,synthetic
0,normal,0.26796875,0.4578125,0.1109375,0.05625,136,275,207,311,syn_00128.jpg,syn_00128,synthetic,synthetic
0,normal,0.353125,0.39296875,0.0625,0.1171875,206,214,246,289,syn_00129.jpg,syn_00129,synthetic,synthetic
0,normal,0.18203125,0.82578125,0.0796875,0.0953125,91,498,142,559,syn_00129.jpg,syn_00129,synthetic,synthetic
0,normal,0.415625,0.8359375,0.05625,0.0875,248,507,284,563,syn_00129.jpg,syn_00129,synthetic,synthetic
0,normal,0.72421875,0.33671875,0.0515625,0.1234375,447,176,480,255,syn_00129.jpg,syn_00129,synthetic,synthetic
3,abnormal_tail,0.63984375,0.0984375,0.0890625,0.0625,381,43,438,83,syn_00129.jpg,syn_00129,synthetic,synthetic
0,normal,0.14453125,0.771875,0.0859375,0.071875,65,471,120,517,syn_00129.jpg,syn_00129,synthetic,synthetic
1,abnormal_head,0.8390625,0.7578125,0.084375,0.0875,510,457,564,513,syn_00129.jpg,syn_00129,synthetic,synthetic
2,abnormal_midpiece,0.09921875,0.64609375,0.0828125,0.0890625,37,385,90,442,syn_00129.jpg,syn_00129,synthetic,synthetic
0,normal,0.559375,0.6828125,0.090625,0.04375,329,423,387,451,syn_00129.jpg,syn_00129,synthetic,synthetic
1,abnormal_head,0.459375,0.4734375,0.0875,0.11875,266,265,322,341,syn_00129.jpg,syn_00129,synthetic,synthetic
0,normal,0.2703125,0.925,0.11875,0.0625,135,572,211,612,syn_00129.jpg,syn_00129,synthetic,synthetic
5,other_abnormal,0.48125,0.5578125,0.084375,0.0375,281,345,335,369,syn_00129.jpg,syn_00129,synthetic,synthetic
0,normal,0.534375,0.80625,0.1,0.08125,310,490,374,542,syn_00129.jpg,syn_00129,synthetic,synthetic
3,abnormal_tail,0.659375,0.7984375,0.03125,0.065625,412,490,432,532,syn_00129.jpg,syn_00129,synthetic,synthetic
3,abnormal_tail,0.5171875,0.846875,0.053125,0.065625,314,521,348,563,syn_00129.jpg,syn_00129,synthetic,synthetic
5,other_abnormal,0.14296875,0.453125,0.1265625,0.059375,51,271,132,309,syn_00129.jpg,syn_00129,synthetic,synthetic
0,normal,0.4953125,0.5109375,0.075,0.103125,293,294,341,360,syn_00130.jpg,syn_00130,synthetic,synthetic
1,abnormal_head,0.246875,0.9,0.134375,0.065625,115,555,201,597,syn_00130.jpg,syn_00130,synthetic,synthetic
1,abnormal_head,0.51796875,0.66484375,0.0703125,0.0953125,309,395,354,456,syn_00130.jpg,syn_00130,synthetic,synthetic
4,cytoplasmic_droplet,0.2640625,0.70625,0.121875,0.065625,130,431,208,473,syn_00130.jpg,syn_00130,synthetic,synthetic
1,abnormal_head,0.14609375,0.19765625,0.1078125,0.0765625,59,102,128,151,syn_00130.jpg,syn_00130,synthetic,synthetic
1,abnormal_head,0.5046875,0.84453125,0.06875,0.0859375,301,513,345,568,syn_00130.jpg,syn_00130,synthetic,synthetic
1,abnormal_head,0.109375,0.0984375,0.075,0.103125,46,30,94,96,syn_00130.jpg,syn_00130,synthetic,synthetic
5,other_abnormal,0.6671875,0.821875,0.11875,0.0875,389,498,465,554,syn_00130.jpg,syn_00130,synthetic,synthetic
0,normal,0.2859375,0.65,0.103125,0.1125,150,380,216,452,syn_00130.jpg,syn_00130,synthetic,synthetic
1,abnormal_head,0.33046875,0.546875,0.0796875,0.0625,186,330,237,370,syn_00130.jpg,syn_00130,synthetic,synthetic
1,abnormal_head,0.571875,0.184375,0.065625,0.125,345,78,387,158,syn_00130.jpg,syn_00130,synthetic,synthetic
1,abnormal_head,0.25078125,0.4859375,0.1265625,0.059375,120,292,201,330,syn_00130.jpg,syn_00130,synthetic,synthetic
0,normal,0.9,0.18046875,0.075,0.0953125,552,85,600,146,syn_00130.jpg,syn_00130,synthetic,synthetic
0,normal,0.3453125,0.2671875,0.028125,0.125,212,131,230,211,syn_00130.jpg,syn_00130,synthetic,synthetic
3,abnormal_tail,0.74375,0.64765625,0.04375,0.0859375,462,387,490,442,syn_00130.jpg,syn_00130,synthetic,synthetic
0,normal,0.8828125,0.8953125,0.109375,0.06875,530,551,600,595,syn_00131.jpg,syn_00131,synthetic,synthetic
1,abnormal_head,0.73984375,0.5875,0.1359375,0.059375,430,357,517,395,syn_00131.jpg,syn_00131,synthetic,synthetic
5,other_abnormal,0.65078125,0.76328125,0.0515625,0.0828125,400,462,433,515,syn_00131.jpg,syn_00131,synthetic,synthetic
0,normal,0.6390625,0.225,0.034375,0.125,398,104,420,184,syn_00131.jpg,syn_00131,synthetic,synthetic
1,abnormal_head,0.4296875,0.3625,0.0625,0.121875,255,193,295,271,syn_00131.jpg,syn_00131,synthetic,synthetic
0,normal,0.35546875,0.4609375,0.0453125,0.065625,213,274,242,316,syn_00131.jpg,syn_00131,synthetic,synthetic
0,normal,0.1328125,0.3046875,0.09375,0.065625,55,174,115,216,syn_00131.jpg,syn_00131,synthetic,synthetic
0,normal,0.61875,0.39375,0.03125,0.134375,386,209,406,295,syn_00131.jpg,syn_00131,synthetic,synthetic
1,abnormal_head,0.4734375,0.9484375,0.0375,0.096875,291,576,315,638,syn_00131.jpg,syn_00131,synthetic,synthetic
0,normal,0.16875,0.15390625,0.046875,0.1078125,93,64,123,133,syn_00131.jpg,syn_00131,synthetic,synthetic
0,normal,0.559375,0.634375,0.053125,0.115625,341,369,375,443,syn_00132.jpg,syn_00132,synthetic,synthetic
0,normal,0.16640625,0.55625,0.0828125,0.0625,80,336,133,376,syn_00132.jpg,syn_00132,synthetic,synthetic
3,abnormal_tail,0.74140625,0.5796875,0.0546875,0.059375,457,352,492,390,syn_00132.jpg,syn_00132,synthetic,synthetic
0,normal,0.67734375,0.709375,0.0796875,0.0375,408,442,459,466,syn_00132.jpg,syn_00132,synthetic,synthetic
1,abnormal_head,0.84140625,0.2921875,0.1578125,0.071875,488,164,589,210,syn_00132.jpg,syn_00132,synthetic,synthetic
0,normal,0.1359375,0.65859375,0.08125,0.0671875,61,400,113,443,syn_00132.jpg,syn_00132,synthetic,synthetic
4,cytoplasmic_droplet,0.41015625,0.0921875,0.0609375,0.1,243,27,282,91,syn_00132.jpg,syn_00132,synthetic,synthetic
0,normal,0.49765625,0.5640625,0.0640625,0.14375,298,315,339,407,syn_00132.jpg,syn_00132,synthetic,synthetic
1,abnormal_head,0.803125,0.6828125,0.071875,0.09375,491,407,537,467,syn_00132.jpg,syn_00132,synthetic,synthetic
0,normal,0.0953125,0.17890625,0.096875,0.0515625,30,98,92,131,syn_00132.jpg,syn_00132,synthetic,synthetic
3,abnormal_tail,0.8703125,0.653125,0.03125,0.096875,547,387,567,449,syn_00132.jpg,syn_00132,synthetic,synthetic
0,normal,0.14453125,0.265625,0.1203125,0.06875,54,148,131,192,syn_00132.jpg,syn_00132,synthetic,synthetic
1,abnormal_head,0.571875,0.81171875,0.071875,0.1109375,343,484,389,555,syn_00132.jpg,syn_00132,synthetic,synthetic
4,cytoplasmic_droplet,0.47421875,0.48046875,0.0921875,0.1078125,274,273,333,342,syn_00132.jpg,syn_00132,synthetic,synthetic
0,normal,0.23671875,0.53125,0.0390625,0.13125,139,298,164,382,syn_00132.jpg,syn_00132,synthetic,synthetic
0,normal,0.40859375,0.2,0.0984375,0.109375,230,93,293,163,syn_00133.jpg,syn_00133,synthetic,synthetic
0,normal,0.2953125,0.38203125,0.121875,0.0890625,150,216,228,273,syn_00133.jpg,syn_00133,synthetic,synthetic
1,abnormal_head,0.36328125,0.2734375,0.1078125,0.090625,198,146,267,204,syn_00133.jpg,syn_00133,synthetic,synthetic
0,normal,0.3140625,0.615625,0.103125,0.06875,168,372,234,416,syn_00133.jpg,syn_00133,synthetic,synthetic
0,normal,0.48828125,0.39375,0.0390625,0.1125,300,216,325,288,syn_00133.jpg,syn_00133,synthetic,synthetic
2,abnormal_midpiece,0.2984375,0.925,0.096875,0.10625,160,558,222,626,syn_00133.jpg,syn_00133,synthetic,synthetic
5,other_abnormal,0.94609375,0.49296875,0.0515625,0.0859375,589,288,622,343,syn_00133.jpg,syn_00133,synthetic,synthetic
5,other_abnormal,0.47265625,0.7,0.1234375,0.05,263,432,342,464,syn_00133.jpg,syn_00133,synthetic,synthetic
0,normal,0.50234375,0.7171875,0.0515625,0.075,305,435,338,483,syn_00134.jpg,syn_00134,synthetic,synthetic
3,abnormal_tail,0.12734375,0.0671875,0.0578125,0.08125,63,17,100,69,syn_00134.jpg,syn_00134,synthetic,synthetic
3,abnormal_tail,0.77734375,0.1859375,0.0859375,0.059375,470,100,525,138,syn_00134.jpg,syn_00134,synthetic,synthetic
0,normal,0.4953125,0.915625,0.075,0.0875,293,558,341,614,syn_00134.jpg,syn_00134,synthetic,synthetic
0,normal,0.81171875,0.5359375,0.1046875,0.08125,486,317,553,369,syn_00134.jpg,syn_00134,synthetic,synthetic
3,abnormal_tail,0.08515625,0.434375,0.0578125,0.08125,36,252,73,304,syn_00134.jpg,syn_00134,synthetic,synthetic
0,normal,0.7578125,0.5359375,0.13125,0.0625,443,323,527,363,syn_00134.jpg,syn_00134,synthetic,synthetic
1,abnormal_head,0.55234375,0.8890625,0.1171875,0.04375,316,555,391,583,syn_00134.jpg,syn_00134,synthetic,synthetic
0,normal,0.36328125,0.4,0.1390625,0.059375,188,237,277,275,syn_00134.jpg,syn_00134,synthetic,synthetic
4,cytoplasmic_droplet,0.1078125,0.859375,0.040625,0.09375,56,520,82,580,syn_00134.jpg,syn_00134,synthetic,synthetic
2,abnormal_midpiece,0.184375,0.425,0.121875,0.0625,79,252,157,292,syn_00134.jpg,syn_00134,synthetic,synthetic
0,normal,0.60078125,0.44296875,0.0703125,0.0671875,362,262,407,305,syn_00134.jpg,syn_00134,synthetic,synthetic
0,normal,0.5171875,0.3109375,0.0875,0.08125,303,173,359,225,syn_00134.jpg,syn_00134,synthetic,synthetic
2,abnormal_midpiece,0.69140625,0.221875,0.0546875,0.096875,425,111,460,173,syn_00134.jpg,syn_00134,synthetic,synthetic
1,abnormal_head,0.56640625,0.8625,0.0984375,0.05,331,536,394,568,syn_00134.jpg,syn_00134,synthetic,synthetic
0,normal,0.2328125,0.559375,0.04375,0.1125,135,322,163,394,syn_00135.jpg,syn_00135,synthetic,synthetic
3,abnormal_tail,0.67578125,0.30625,0.0640625,0.046875,412,181,453,211,syn_00135.jpg,syn_00135,synthetic,synthetic
4,cytoplasmic_droplet,0.08046875,0.85703125,0.0453125,0.1171875,37,511,66,586,syn_00135.jpg,syn_00135,synthetic,synthetic
0,normal,0.74140625,0.77890625,0.0671875,0.1203125,453,460,496,537,syn_00135.jpg,syn_00135,synthetic,synthetic
0,normal,0.46328125,0.3984375,0.0390625,0.0875,284,227,309,283,syn_00135.jpg,syn_00135,synthetic,synthetic
0,normal,0.08359375,0.9484375,0.0796875,0.1,28,575,79,639,syn_00135.jpg,syn_00135,synthetic,synthetic
0,normal,0.04609375,0.25625,0.0921875,0.040625,0,151,59,177,syn_00135.jpg,syn_00135,synthetic,synthetic
0,normal,0.3625,0.7125,0.03125,0.115625,222,419,242,493,syn_00135.jpg,syn_00135,synthetic,synthetic
0,normal,0.4078125,0.70703125,0.096875,0.1046875,230,419,292,486,syn_00135.jpg,syn_00135,synthetic,synthetic
0,normal,0.6921875,0.7296875,0.03125,0.140625,433,422,453,512,syn_00135.jpg,syn_00135,synthetic,synthetic
0,normal,0.409375,0.6359375,0.090625,0.071875,233,384,291,430,syn_00135.jpg,syn_00135,synthetic,synthetic
0,normal,0.90625,0.64453125,0.046875,0.1328125,565,370,595,455,syn_00135.jpg,syn_00135,synthetic,synthetic
0,normal,0.2296875,0.4640625,0.09375,0.1,117,265,177,329,syn_00135.jpg,syn_00135,synthetic,synthetic
5,other_abnormal,0.21171875,0.55,0.0640625,0.065625,115,331,156,373,syn_00135.jpg,syn_00135,synthetic,synthetic
2,abnormal_midpiece,0.16328125,0.85703125,0.0515625,0.1109375,88,513,121,584,syn_00135.jpg,syn_00135,synthetic,synthetic
4,cytoplasmic_droplet,0.66171875,0.4328125,0.0671875,0.10625,402,243,445,311,syn_00135.jpg,syn_00135,synthetic,synthetic
0,normal,0.2859375,0.909375,0.121875,0.1,144,550,222,614,syn_00136.jpg,syn_00136,synthetic,synthetic
1,abnormal_head,0.53125,0.371875,0.08125,0.05625,314,220,366,256,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.1140625,0.865625,0.05625,0.0875,55,526,91,582,syn_00136.jpg,syn_00136,synthetic,synthetic
3,abnormal_tail,0.75234375,0.34375,0.0609375,0.078125,462,195,501,245,syn_00136.jpg,syn_00136,synthetic,synthetic
4,cytoplasmic_droplet,0.4046875,0.71640625,0.078125,0.0734375,234,435,284,482,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.61953125,0.215625,0.0578125,0.140625,378,93,415,183,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.2078125,0.60390625,0.08125,0.1203125,107,348,159,425,syn_00136.jpg,syn_00136,synthetic,synthetic
3,abnormal_tail,0.92578125,0.5625,0.0578125,0.040625,574,347,611,373,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.2359375,0.134375,0.025,0.1125,143,50,159,122,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.5140625,0.36953125,0.03125,0.0921875,319,207,339,266,syn_00136.jpg,syn_00136,synthetic,synthetic
4,cytoplasmic_droplet,0.67421875,0.746875,0.0765625,0.09375,407,448,456,508,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.31171875,0.61484375,0.0390625,0.1015625,187,361,212,426,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.146875,0.14375,0.0375,0.09375,82,62,106,122,syn_00136.jpg,syn_00136,synthetic,synthetic
3,abnormal_tail,0.34921875,0.79765625,0.0609375,0.0546875,204,493,243,528,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.4078125,0.33515625,0.065625,0.1015625,240,182,282,247,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.7484375,0.8421875,0.13125,0.053125,437,522,521,556,syn_00136.jpg,syn_00136,synthetic,synthetic
3,abnormal_tail,0.271875,0.10859375,0.075,0.0578125,150,51,198,88,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.04609375,0.7546875,0.0921875,0.05,0,467,59,499,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.30859375,0.24765625,0.0609375,0.0734375,178,135,217,182,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.834375,0.56484375,0.05,0.1359375,518,318,550,405,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.67109375,0.87421875,0.0765625,0.1171875,405,522,454,597,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.28671875,0.28203125,0.0515625,0.1015625,167,148,200,213,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.42109375,0.80625,0.0734375,0.10625,246,482,293,550,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.4375,0.2171875,0.134375,0.040625,237,126,323,152,syn_00136.jpg,syn_00136,synthetic,synthetic
0,normal,0.8640625,0.44453125,0.0375,0.1328125,541,242,565,327,syn_00137.jpg,syn_00137,synthetic,synthetic
0,normal,0.946875,0.80078125,0.103125,0.0859375,573,485,639,540,syn_00137.jpg,syn_00137,synthetic,synthetic
0,normal,0.3765625,0.5015625,0.1375,0.04375,197,307,285,335,syn_00137.jpg,syn_00137,synthetic,synthetic
0,normal,0.10234375,0.84375,0.0578125,0.13125,47,498,84,582,syn_00137.jpg,syn_00137,synthetic,synthetic
0,normal,0.48359375,0.428125,0.1015625,0.040625,277,261,342,287,syn_00137.jpg,syn_00137,synthetic,synthetic
4,cytoplasmic_droplet,0.09140625,0.8984375,0.0515625,0.171875,42,520,75,630,syn_00137.jpg,syn_00137,synthetic,synthetic
0,normal,0.79765625,0.56875,0.0984375,0.0875,479,336,542,392,syn_00137.jpg,syn_00137,synthetic,synthetic
0,normal,0.93671875,0.821875,0.1171875,0.071875,562,503,637,549,syn_00137.jpg,syn_00137,synthetic,synthetic
1,abnormal_head,0.5171875,0.47578125,0.071875,0.1078125,308,270,354,339,syn_00137.jpg,syn_00137,synthetic,synthetic
0,normal,0.1046875,0.73671875,0.0375,0.1203125,55,433,79,510,syn_00137.jpg,syn_00137,synthetic,synthetic
0,normal,0.46796875,0.3984375,0.0953125,0.065625,269,234,330,276,syn_00137.jpg,syn_00137,synthetic,synthetic
1,abnormal_head,0.74921875,0.44375,0.0828125,0.14375,453,238,506,330,syn_00137.jpg,syn_00137,synthetic,synthetic
0,normal,0.1328125,0.71875,0.1,0.053125,53,443,117,477,syn_00138.jpg,syn_00138,synthetic,synthetic
1,abnormal_head,0.22421875,0.3796875,0.1015625,0.05625,111,225,176,261,syn_00138.jpg,syn_00138,synthetic,synthetic
2,abnormal_midpiece,0.5796875,0.5265625,0.0875,0.04375,343,323,399,351,syn_00138.jpg,syn_00138,synthetic,synthetic
0,normal,0.6796875,0.72890625,0.04375,0.0859375,421,439,449,494,syn_00138.jpg,syn_00138,synthetic,synthetic
3,abnormal_tail,0.4890625,0.65546875,0.05,0.0984375,297,388,329,451,syn_00138.jpg,syn_00138,synthetic,synthetic
1,abnormal_head,0.4390625,0.37421875,0.134375,0.0921875,238,210,324,269,syn_00138.jpg,syn_00138,synthetic,synthetic
0,normal,0.83671875,0.15,0.1171875,0.071875,498,73,573,119,syn_00138.jpg,syn_00138,synthetic,synthetic
0,normal,0.5140625,0.21171875,0.053125,0.1546875,312,86,346,185,syn_00138.jpg,syn_00138,synthetic,synthetic
1,abnormal_head,0.05546875,0.090625,0.1109375,0.053125,0,41,71,75,syn_00139.jpg,syn_00139,synthetic,synthetic
0,normal,0.265625,0.671875,0.1,0.06875,138,408,202,452,syn_00139.jpg,syn_00139,synthetic,synthetic
0,normal,0.6296875,0.7078125,0.04375,0.15625,389,403,417,503,syn_00139.jpg,syn_00139,synthetic,synthetic
4,cytoplasmic_droplet,0.47109375,0.71640625,0.0859375,0.1109375,274,423,329,494,syn_00139.jpg,syn_00139,synthetic,synthetic
2,abnormal_midpiece,0.63984375,0.68125,0.0828125,0.1125,383,400,436,472,syn_00139.jpg,syn_00139,synthetic,synthetic
0,normal,0.90546875,0.678125,0.0578125,0.128125,561,393,598,475,syn_00139.jpg,syn_00139,synthetic,synthetic
3,abnormal_tail,0.4140625,0.29140625,0.04375,0.0640625,251,166,279,207,syn_00139.jpg,syn_00139,synthetic,synthetic
0,normal,0.32890625,0.16796875,0.0546875,0.1234375,193,68,228,147,syn_00140.jpg,syn_00140,synthetic,synthetic
0,normal,0.76015625,0.7671875,0.0578125,0.1,468,459,505,523,syn_00140.jpg,syn_00140,synthetic,synthetic
0,normal,0.43203125,0.8828125,0.1015625,0.071875,244,542,309,588,syn_00140.jpg,syn_00140,synthetic,synthetic
1,abnormal_head,0.0546875,0.134375,0.10625,0.046875,1,71,69,101,syn_00140.jpg,syn_00140,synthetic,synthetic
1,abnormal_head,0.64453125,0.83125,0.1046875,0.04375,379,518,446,546,syn_00140.jpg,syn_00140,synthetic,synthetic
0,normal,0.2,0.58671875,0.078125,0.1421875,103,330,153,421,syn_00140.jpg,syn_00140,synthetic,synthetic
4,cytoplasmic_droplet,0.396875,0.22421875,0.028125,0.1359375,245,100,263,187,syn_00140.jpg,syn_00140,synthetic,synthetic
0,normal,0.5390625,0.8921875,0.059375,0.125,326,531,364,611,syn_00140.jpg,syn_00140,synthetic,synthetic
0,normal,0.396875,0.65234375,0.046875,0.0984375,239,386,269,449,syn_00140.jpg,syn_00140,synthetic,synthetic
0,normal,0.1640625,0.88828125,0.10625,0.1046875,71,535,139,602,syn_00140.jpg,syn_00140,synthetic,synthetic
3,abnormal_tail,0.4390625,0.796875,0.040625,0.084375,268,483,294,537,syn_00140.jpg,syn_00140,synthetic,synthetic
0,normal,0.7234375,0.28046875,0.1125,0.0640625,427,159,499,200,syn_00140.jpg,syn_00140,synthetic,synthetic
1,abnormal_head,0.4046875,0.51640625,0.065625,0.1109375,238,295,280,366,syn_00140.jpg,syn_00140,synthetic,synthetic
3,abnormal_tail,0.60625,0.50703125,0.0375,0.0828125,376,298,400,351,syn_00140.jpg,syn_00140,synthetic,synthetic
1,abnormal_head,0.58515625,0.20234375,0.0734375,0.0640625,351,109,398,150,syn_00140.jpg,syn_00140,synthetic,synthetic
5,other_abnormal,0.4828125,0.08046875,0.1,0.0859375,277,24,341,79,syn_00140.jpg,syn_00140,synthetic,synthetic
0,normal,0.34140625,0.403125,0.0890625,0.046875,190,243,247,273,syn_00140.jpg,syn_00140,synthetic,synthetic
0,normal,0.4921875,0.25078125,0.115625,0.0640625,278,140,352,181,syn_00141.jpg,syn_00141,synthetic,synthetic
0,normal,0.0875,0.1484375,0.125,0.0375,16,83,96,107,syn_00141.jpg,syn_00141,synthetic,synthetic
4,cytoplasmic_droplet,0.5,0.2078125,0.040625,0.16875,307,79,333,187,syn_00141.jpg,syn_00141,synthetic,synthetic
0,normal,0.0921875,0.0765625,0.09375,0.08125,29,23,89,75,syn_00141.jpg,syn_00141,synthetic,synthetic
3,abnormal_tail,0.43203125,0.3984375,0.0609375,0.053125,257,238,296,272,syn_00141.jpg,syn_00141,synthetic,synthetic
1,abnormal_head,0.5953125,0.3671875,0.034375,0.09375,370,205,392,265,syn_00141.jpg,syn_00141,synthetic,synthetic
1,abnormal_head,0.090625,0.6453125,0.090625,0.084375,29,386,87,440,syn_00141.jpg,syn_00141,synthetic,synthetic
4,cytoplasmic_droplet,0.51875,0.59453125,0.046875,0.1140625,317,344,347,417,syn_00141.jpg,syn_00141,synthetic,synthetic
1,abnormal_head,0.87421875,0.81640625,0.0796875,0.0984375,534,491,585,554,syn_00141.jpg,syn_00141,synthetic,synthetic
2,abnormal_midpiece,0.82109375,0.0953125,0.1359375,0.0625,482,41,569,81,syn_00141.jpg,syn_00141,synthetic,synthetic
0,normal,0.16171875,0.778125,0.1203125,0.053125,65,481,142,515,syn_00141.jpg,syn_00141,synthetic,synthetic
0,normal,0.425,0.43359375,0.05625,0.1234375,254,238,290,317,syn_00141.jpg,syn_00141,synthetic,synthetic
2,abnormal_midpiece,0.8734375,0.7109375,0.11875,0.075,521,431,597,479,syn_00142.jpg,syn_00142,synthetic,synthetic
0,normal,0.328125,0.80703125,0.025,0.1015625,202,484,218,549,syn_00142.jpg,syn_00142,synthetic,synthetic
0,normal,0.8203125,0.2875,0.0875,0.05,497,168,553,200,syn_00142.jpg,syn_00142,synthetic,synthetic
0,normal,0.12265625,0.3609375,0.0859375,0.06875,51,209,106,253,syn_00142.jpg,syn_00142,synthetic,synthetic
0,normal,0.80390625,0.3296875,0.0734375,0.096875,491,180,538,242,syn_00142.jpg,syn_00142,synthetic,synthetic
